V2,V3,V4,V5,V6,V7,V8,
551,564,0.893808094,0.844592685,0.780806668,0.8168106,14,14
551,566,0.930283165,0.909029428,0.930676654,0.956807238,14,14
551,567,0.882187034,0.725998268,0.865568414,0.698467081,14,14
551,570,0.646111881,0.756045648,0.57666172,0.804725651,14,14
551,579,0.80629189,0.917620864,0.901525287,0.837861169,14,14
551,580,0.571781483,0.606228594,0.581476485,0.793890515,14,14
551,583,0.959569043,0.878590699,0.91806636,0.954566085,14,14
551,586,0.933196794,0.914189539,0.80671346,0.831452315,14,14
551,591,0.007886508,0.939062118,0.616081791,0.729458178,14,14
551,592,0.970100189,0.640003756,0.967484727,0.873990678,14,14
551,596,0.610528579,0.786543463,0.706476247,0.787749205,14,14
551,599,0.813593479,0.873456229,0.830723249,0.929228285,14,14
551,601,0.921411003,0.91587863,0.700399168,0.734577176,14,14
551,914,0.860876689,0.91091631,0.757789453,0.918040712,14,20
551,1037,0.012890426,0.940761816,0.836924176,0.900505794,14,21
551,1242,-0.014582188,0.498238764,0.009887766,0.770509693,14,24
551,1257,0.740680569,0.769463207,0.674834001,0.934710116,14,25
551,1260,0.909942389,0.939152252,0.76001621,0.844741436,14,25
551,1330,0.953305507,0.522444656,0.851256989,0.686702888,14,26
551,1575,0.917691703,0.668595922,0.772295325,0.67923425,14,28
551,1600,0.658779551,0.859968161,0.800152319,0.765300744,14,29
551,1809,0.495063013,0.599455366,0.01873985,-0.010054438,14,31
551,1968,0.82793601,-0.002588169,0.688147184,0.782565869,14,32
552,558,0.701612183,0.945606107,0.76741116,0.680432278,14,14
552,560,0.912325628,0.907251497,0.896722642,0.948244475,14,14
552,561,0.921329028,0.97464731,0.833521547,0.929920763,14,14
552,563,0.872585271,0.751470681,0.811094787,0.722961431,14,14
552,566,0.704472541,0.671845208,0.778510888,0.010346938,14,14
552,567,0.648366854,0.858495133,0.755546096,0.730182771,14,14
552,569,0.929828995,0.686408693,0.944616649,0.873774296,14,14
552,570,0.873135465,0.8916278,0.890622064,0.879199151,14,14
552,574,0.001682164,0.825594835,0.545742797,0.720865991,14,14
552,576,0.687893715,0.888497995,0.664039769,0.945203406,14,14
552,577,0.867664958,0.907671101,0.919052696,0.625282765,14,14
552,578,0.782491547,0.771025359,0.77790783,0.878611687,14,14
552,579,0.817235312,0.641616505,-0.002598448,-0.015363344,14,14
552,584,0.590090209,0.532682933,0.750095294,0.890514914,14,14
552,590,0.976483898,0.933943881,0.932176298,0.841971695,14,14
552,591,0.568951078,0.879465758,0.520942356,0.597746446,14,14
552,592,0.580714347,0.785723114,0.568809549,0.704278302,14,14
552,593,0.882311152,0.804760264,0.90509729,0.79586268,14,14
552,597,0.933177393,0.887244498,0.972999141,0.98808228,14,14
552,598,0.571646551,0.566798668,0.017723507,-0.011810319,14,14
552,599,0.974961624,0.965531484,0.968646915,0.957963361,14,14
552,600,0.803475366,0.014181233,0.851278003,0.832509745,14,14
552,603,0.691503985,0.899082822,0.701649033,0.746262965,14,14
552,621,0.700268094,0.6778586,0.776968093,0.730890924,14,15
552,676,0.765364991,0.765369621,0.874820007,0.51959599,14,16
552,1076,0.779306693,0.830818262,0.902568172,0.709062539,14,22
552,1168,0.898318951,0.848327115,0.742865105,0.885188557,14,23
552,1250,0.908667693,0.829930153,0.980117273,0.927806448,14,25
552,1390,0.894552903,0.896054737,0.627266014,0.926893707,14,26
552,1421,-0.001434064,-0.019072662,0.001814421,0.749183047,14,27
552,1458,0.901320342,0.850426164,0.867264033,0.885150048,14,27
552,1595,0.847107486,0.96309142,0.908921614,0.69951453,14,29
552,1608,0.597337562,0.768174416,0.569327275,0.616556269,14,29
552,1667,-0.001106064,-0.006472577,0.002371404,0.571815983,14,29
552,1775,0.962210698,0.907287981,0.694027615,0.784189264,14,30
553,558,0.923297954,0.659602092,0.904847099,0.947641251,14,14
553,559,0.95842722,0.882273988,0.860597907,0.716348363,14,14
553,560,0.726043933,0.568039279,0.807788557,0.877810749,14,14
553,561,0.889839119,0.736073084,0.772402233,0.951670476,14,14
553,565,0.746305277,0.018909281,0.013673411,0.009408571,14,14
553,568,0.637799295,0.956232419,0.563056126,0.570705558,14,14
553,569,0.930073629,0.591217518,-0.010248088,0.627134196,14,14
553,570,0.55854101,0.828833082,-0.007217605,0.754936147,14,14
553,571,0.750812409,0.717811849,0.814557005,0.905454636,14,14
553,572,0.928979103,0.006801727,0.639292431,0.687205973,14,14
553,573,0.872039695,0.885764438,0.793677042,0.827408605,14,14
553,575,0.843155123,0.937433366,0.809006358,0.92536794,14,14
553,576,0.903001029,0.931112459,0.935648867,0.934073967,14,14
553,577,0.612066358,0.941414272,0.660583952,0.957618693,14,14
553,584,0.678463343,0.508122544,0.870082765,0.733691448,14,14
553,586,-0.019484115,0.753434157,0.529374239,-0.000793504,14,14
553,589,0.01671888,-0.004637795,-0.015625179,-0.007708364,14,14
553,591,0.764006353,0.82414351,0.903248963,0.894689132,14,14
553,593,0.774734809,0.894678461,0.83306231,0.572112527,14,14
553,595,0.671174203,-0.018236659,0.007177266,0.550390646,14,14
553,597,0.710775186,0.014887709,0.677290345,0.557867858,14,14
553,599,0.712563489,0.77872899,0.838753001,0.56104987,14,14
553,601,0.955261301,0.901862636,0.652627582,0.911654426,14,14
553,698,0.771658341,0.704724968,0.604883233,0.677851688,14,16
553,832,0.79650779,0.908703241,0.585014639,0.911943134,14,18
553,999,0.579826532,0.550588472,0.018335427,-0.013107033,14,21
553,1061,0.887896667,0.747410973,0.786187742,0.834567269,14,22
553,1122,0.734511191,0.930178965,0.825852196,0.900933579,14,23
553,1154,0.854900714,0.808389442,0.67169851,0.940643704,14,23
553,1363,1.003391396,0.983679911,0.959358418,0.978482392,14,26
553,1681,0.970884991,1.00602329,0.806460341,0.982718803,14,30
553,1935,0.820481696,0.764712423,0.006077255,0.685891476,14,32
554,556,0.876322323,0.837981685,0.93189627,0.910732106,14,14
554,557,0.903354261,0.753139347,0.868513967,0.836086336,14,14
554,559,0.868326754,0.709048258,0.896632996,0.822779347,14,14
554,568,0.714263424,0.875097567,0.829777146,0.743499053,14,14
554,570,0.011617092,0.868249509,0.631316645,0.828937891,14,14
554,575,0.852487976,0.931384295,0.763419334,0.865114775,14,14
554,578,0.923978888,0.943679996,0.730747925,0.653498229,14,14
554,581,0.9272522,0.894463993,0.880813924,0.955508269,14,14
554,590,0.564350937,0.824811641,0.816374182,-0.010910261,14,14
554,593,0.531995616,0.511995642,0.647032538,0.602399141,14,14
554,594,0.749613911,0.85497529,0.849090489,0.8133152,14,14
554,595,0.802893257,0.501958195,0.749622849,0.888056928,14,14
554,599,0.912215395,0.800126975,0.917116728,0.710982593,14,14
554,604,0.985742827,0.870966926,0.960249992,0.940910622,14,14
554,638,0.622883554,0.560906372,0.740805436,0.571700334,14,15
554,779,0.878150899,0.707020387,0.871149196,0.579147427,14,17
554,839,0.569740212,0.618278163,-0.013044348,-0.001927721,14,18
554,917,0.969369555,0.869234305,0.829320878,0.969941023,14,20
554,957,0.822637112,0.732656979,0.636652048,0.854454105,14,20
554,1065,0.904079892,0.965843233,0.92585135,0.885208093,14,22
554,1569,0.002386408,0.814253223,0.953082768,0.843857824,14,28
554,1610,0.881830755,0.93541978,0.871439607,0.016168249,14,29
554,1687,0.609040243,0.780077021,-0.003399752,0.516298644,14,30
554,1804,0.736565578,0.928966378,0.676982066,0.834186062,14,31
555,557,0.992839417,0.853478565,0.788387896,1.006301978,14,14
555,563,0.920732915,0.951888327,0.903870999,0.979670876,14,14
555,566,0.687026557,0.81023704,0.924949488,0.755688423,14,14
555,570,0.866448007,0.789993769,0.015996541,0.609948879,14,14
555,573,0.850836555,0.930422962,0.949266565,0.849931435,14,14
555,578,0.7587302,0.506825743,0.831404316,0.860111509,14,14
555,581,0.770777238,0.621877431,0.778521125,0.666317975,14,14
555,585,0.77314759,0.54236208,0.007597518,0.731546935,14,14
555,586,0.907575517,0.688202195,0.941720637,0.814804368,14,14
555,589,0.878467318,0.911979388,0.85755053,0.985557694,14,14
555,590,0.784953193,0.595996941,0.0066052,0.660250073,14,14
555,592,0.852529153,0.003953314,0.668794445,0.961688951,14,14
555,593,0.965716341,0.611663941,0.648694164,0.681967326,14,14
555,594,0.732485223,0.681033721,0.703078265,0.829414568,14,14
555,595,0.765233436,0.566687727,0.018854052,0.006087444,14,14
555,597,0.966568331,0.9966817,0.932692319,0.906864396,14,14
555,599,0.500317869,0.682566662,0.862868391,0.844514703,14,14
555,603,0.884792779,0.887133447,0.960815039,0.920001882,14,14
555,604,0.49731897,0.901053413,0.741228859,0.796343786,14,14
555,862,0.779506917,0.899537964,0.870328328,0.844129476,14,19
555,1082,0.570331492,0.862647902,0.643923079,0.724472018,14,22
555,1083,0.540705952,0.903224621,0.949174979,0.944274647,14,22
555,1102,0.970794878,0.958907018,0.888298074,0.885249201,14,22
555,1145,0.910895258,0.864310522,0.951641203,0.89783575,14,23
555,1630,0.871971722,0.504207871,0.788897077,0.858599894,14,29
555,1694,0.821481644,0.776323193,0.731433176,0.758951282,14,30
555,1761,0.929684366,0.855195306,0.515079854,0.966896196,14,30
556,557,-0.015915099,0.57441129,0.863912699,0.788697267,14,14
556,559,0.710192142,0.791196942,0.757192887,0.777449328,14,14
556,562,0.730644449,-0.009010635,-0.014936538,0.010305942,14,14
556,568,0.71734661,0.860761867,0.907270995,0.804002372,14,14
556,572,0.854383483,0.672105978,0.592015187,0.811722143,14,14
556,574,0.960372772,0.959017928,0.716622309,0.891670539,14,14
556,576,0.506098745,-0.015750139,-0.011339083,0.00579139,14,14
556,580,0.938001341,0.700167319,0.70963566,0.539417859,14,14
556,582,0.89442138,0.938772014,0.888993772,0.958197738,14,14
556,583,0.932168017,0.671898881,0.780239869,0.803114744,14,14
556,586,0.940210496,0.684619159,0.907251733,0.001878896,14,14
556,587,0.97156961,0.880925774,0.984138622,0.891698868,14,14
556,595,0.626548297,0.710668596,0.568110651,0.681333353,14,14
556,596,0.867086507,-0.019499879,0.693350327,0.013489241,14,14
556,597,0.894768219,0.756738664,0.975145964,0.865308753,14,14
556,598,0.962344987,0.951851283,0.937737473,0.814100683,14,14
556,599,0.842297024,0.806371855,0.602672405,0.721636721,14,14
556,602,0.558893145,0.006553241,0.86136776,0.917441373,14,14
556,613,0.556444642,0.681397752,0.897349839,0.788851906,14,15
556,934,0.732657404,0.785833642,0.573994047,0.88195125,14,20
556,1094,0.744574307,0.821847268,0.84826844,0.73115926,14,22
556,1302,0.62355254,-0.006090511,0.582192172,0.855185689,14,25
556,1313,0.798262191,0.878114807,0.005808868,0.74457469,14,25
556,1438,0.791990163,0.912973357,0.84037105,0.832613482,14,27
556,1552,0.689119625,0.72868379,0.828278796,0.946889057,14,28
556,1679,0.885228361,0.772993935,0.886474625,0.966997363,14,30
557,563,0.957755315,0.958227558,0.834150719,0.858829497,14,14
557,569,0.009082044,0.01613965,0.858143301,0.801847798,14,14
557,570,0.665668542,0.891500098,0.014803551,0.750356112,14,14
557,572,0.008959032,0.856769022,0.676737108,0.626414626,14,14
557,575,0.8577625,0.819311996,0.832986842,0.763913401,14,14
557,576,0.675011437,0.88371226,0.851531518,0.814218978,14,14
557,578,0.596753869,0.721043884,0.624179743,0.815880927,14,14
557,581,0.821571284,0.926331075,0.909522213,0.527632781,14,14
557,582,0.682346214,0.888150939,0.62406971,0.700624334,14,14
557,583,0.943071051,0.842150054,0.701263223,0.953716035,14,14
557,585,0.00609816,0.017065724,-0.017683628,0.502067467,14,14
557,587,0.780963184,0.912457963,0.864425206,0.828754673,14,14
557,594,0.895543218,0.646137301,-0.019450864,0.537881103,14,14
557,599,0.811187208,0.895111634,0.949016371,0.945769679,14,14
557,600,0.73585546,0.534300655,0.799941746,0.753571998,14,14
557,601,0.776570011,0.565296239,-0.016596114,0.656845734,14,14
557,602,0.810499977,0.798877212,0.911446221,-0.019954674,14,14
557,604,0.879326184,0.896870429,0.699693909,0.75184998,14,14
557,607,0.852337442,0.816007609,0.784890513,0.533942108,14,15
557,817,0.751621288,0.967256144,0.939556306,0.793338621,14,18
557,1177,0.609021524,0.015111473,0.54836211,-0.009420549,14,23
557,1188,0.971300432,0.726345867,0.921114033,0.912568588,14,24
557,1229,0.657067939,-0.015771154,0.014653423,0.774718794,14,24
557,1329,0.577410305,0.00924268,0.007232439,-0.012919479,14,26
557,1362,0.916088812,0.83650063,0.801294332,0.922061878,14,26
557,1383,0.951680291,0.950001418,0.730170662,-0.012807259,14,26
557,1666,0.890324596,0.942619692,0.79491718,0.945226186,14,29
558,560,0.680667017,0.726538585,0.006926002,0.011302714,14,14
558,562,0.749496926,0.893710501,0.939477681,0.966850941,14,14
558,563,0.807561603,0.875944031,0.868651599,0.501563094,14,14
558,564,0.526498318,0.834769847,0.892093537,0.798048805,14,14
558,569,0.671112588,0.902462151,0.86067983,0.974904455,14,14
558,570,0.761554414,0.787968842,0.706176091,0.931701326,14,14
558,572,0.746318459,0.972650415,0.732100746,0.736729285,14,14
558,574,0.789531824,0.587677415,0.500365638,0.697027863,14,14
558,578,0.003377664,-0.005414906,0.603392345,-0.007727768,14,14
558,581,0.714718377,0.011145941,0.658820812,0.85967191,14,14
558,584,0.796576301,0.833638295,0.805369518,0.812938761,14,14
558,588,0.010639805,0.000853782,0.005155851,0.015485903,14,14
558,591,0.837752569,0.953274396,0.841540983,0.782232635,14,14
558,593,0.001328155,0.647931558,0.513845509,0.904051324,14,14
558,594,0.959160082,0.813414936,0.911994983,0.889082031,14,14
558,595,0.930872586,0.801835392,0.82812253,0.615812672,14,14
558,596,0.972085221,0.902527985,0.936671383,0.986221935,14,14
558,597,0.848282554,0.820460567,0.564369971,0.015029541,14,14
558,598,0.68865518,0.581020228,0.600953829,0.703232007,14,14
558,601,0.735433306,0.933741627,0.927307759,0.946202042,14,14
558,604,0.625866496,0.012056745,0.551082933,0.727445027,14,14
558,778,0.008873331,0.011634756,0.019276739,0.016834331,14,17
558,876,0.906913903,0.799349507,0.908033035,0.528598027,14,19
558,1068,0.821940254,0.908828277,0.906707858,0.930528202,14,22
558,1154,0.68021764,0.814801476,0.846962908,0.550731328,14,23
558,1165,0.92627051,0.950259204,0.970590178,0.854841677,14,23
558,1334,0.751702041,0.766077911,0.832596071,0.877691181,14,26
558,1852,0.77608505,0.835433595,0.846510254,0.702374884,14,31
558,1949,0.538830604,0.738631888,0.879930455,0.681411183,14,32
559,561,0.643077911,0.73274515,0.79219613,0.865858435,14,14
559,564,0.728817143,0.553752997,0.586947728,0.015929724,14,14
559,566,0.544337525,0.740600782,0.839384053,0.641346535,14,14
559,567,0.621424138,0.817037217,0.955966331,0.792233355,14,14
559,569,0.978286717,0.939153121,0.972827203,0.953553546,14,14
559,571,0.615371881,0.600660712,0.001250504,0.80190066,14,14
559,572,0.761840159,0.012078027,0.529160089,0.731656959,14,14
559,574,0.785757284,0.558242384,0.687339477,0.885849044,14,14
559,575,0.760600482,0.8126273,0.907980154,0.959500115,14,14
559,577,0.747803811,0.923348547,0.953608298,0.75179152,14,14
559,579,0.92810816,0.778977035,0.861915329,0.750189298,14,14
559,580,0.881872323,0.716453121,0.879293429,0.875421353,14,14
559,582,0.847428271,0.95550623,0.93511133,0.949624988,14,14
559,584,0.515149517,0.858493152,-0.005654633,-0.001454574,14,14
559,587,0.536316428,0.748219868,0.790924032,0.903445068,14,14
559,594,0.520426485,0.007145427,-0.019604875,0.533297608,14,14
559,598,0.554540028,0.794565716,0.016858032,-0.0145007,14,14
559,602,-0.001333004,0.720865366,0.664303749,0.890067151,14,14
559,603,0.898509387,0.819435724,0.93884706,0.996470963,14,14
559,881,0.805779725,0.703129348,0.884330634,0.910071963,14,19
559,952,0.854571721,0.950319728,0.956677745,0.986867179,14,20
559,1092,0.904994866,0.876265751,0.917029538,0.944287604,14,22
559,1169,0.823923221,0.94733078,0.849733063,0.921117453,14,23
559,1217,0.763307864,0.70088466,0.54849111,-0.010865722,14,24
559,1229,0.876409624,0.902198729,0.898286269,0.950861265,14,24
559,1409,0.807237068,0.607555362,0.845559938,0.811476818,14,26
559,1595,-0.017114416,-0.000852279,0.0005925,0.796397405,14,29
559,1604,0.660038445,0.903138942,0.000852639,0.836478366,14,29
559,1630,0.619445963,0.905140835,0.793682367,0.579652633,14,29
559,1634,0.645200656,0.693747527,0.831245406,0.645327931,14,29
559,1752,0.80154149,0.567214726,-0.018410154,0.787143376,14,30
559,1817,0.780919215,0.731781948,-0.012036241,0.78579532,14,31
560,561,0.913384293,0.928384221,0.807138405,0.901378349,14,14
560,564,0.944467413,0.899270798,0.71211911,0.875400459,14,14
560,566,0.82480573,0.737317135,0.803130737,0.926393252,14,14
560,568,0.701212755,0.606399602,0.767136289,0.591628897,14,14
560,577,0.902191093,0.900888446,0.937924713,0.984870516,14,14
560,578,0.808770718,0.882464972,0.962940991,0.881406309,14,14
560,585,0.968505471,0.924596858,0.900782447,0.988707369,14,14
560,586,0.798613647,0.683060252,-0.013629977,0.010814732,14,14
560,588,0.9089736,0.967103066,0.881855144,0.894946842,14,14
560,590,0.770747877,0.794762075,0.71543741,0.637602712,14,14
560,592,0.858376574,0.578700517,0.908991745,0.923629366,14,14
560,593,0.916391235,0.902690195,0.893696986,0.897885255,14,14
560,594,0.78101217,0.703385254,0.842433886,0.876029544,14,14
560,597,0.841028458,0.885413737,0.845947253,0.724423167,14,14
560,604,0.531743481,0.579212292,0.642156996,0.724182525,14,14
560,630,0.569991015,0.862070108,-0.018969217,0.017381591,14,15
560,891,0.953897873,0.867452661,0.733152536,0.891768219,14,19
561,571,0.873343366,0.821372224,0.778390156,0.938882103,14,14
561,573,0.885096817,0.932348922,0.910461279,0.939765193,14,14
561,578,0.805230376,0.829464385,0.602254679,0.614518287,14,14
561,579,0.922849307,0.863428856,0.607731254,0.71835103,14,14
561,580,0.692028913,0.751442883,0.785125968,0.592791357,14,14
561,582,-0.008318773,-0.013285291,-0.019829042,-0.002727192,14,14
561,583,0.893034536,0.92310248,0.940282575,0.936024728,14,14
561,587,0.829410707,0.846952191,0.919220318,0.940267062,14,14
561,589,0.801359409,0.719422799,0.777923039,0.842035998,14,14
561,592,0.748196476,0.90921187,0.014212278,-0.008144134,14,14
561,597,0.681371006,0.002688539,0.54305085,0.641507781,14,14
561,598,0.936130632,0.92389742,0.822097092,0.710595865,14,14
561,600,0.930943679,0.813694095,0.921542154,0.865281641,14,14
561,601,0.924859593,0.895120171,0.800370222,0.961028149,14,14
561,604,0.936031927,0.977774708,0.947571661,0.699060392,14,14
561,666,0.792555659,0.776065348,0.726916743,0.811594598,14,16
561,684,0.954491258,0.784445734,0.794953281,0.892280768,14,16
561,865,0.774413235,0.77224715,0.522274424,0.626163913,14,19
561,1338,0.842944598,0.862395001,0.018753293,0.875196461,14,26
561,1471,0.806403638,0.933072913,0.762625632,0.902366134,14,27
561,1733,0.668882557,0.636896389,0.908782105,0.839491794,14,30
561,1776,0.874312028,0.770930362,0.872394609,0.014587211,14,30
561,1968,0.835243657,0.738788903,0.851135853,0.773395037,14,32
562,569,0.972194808,0.993763511,0.956237793,0.991494562,14,14
562,570,0.694307534,0.913888246,0.95165128,0.864633389,14,14
562,572,0.018401076,-0.01973302,0.009490839,-0.016340509,14,14
562,574,-0.005262499,0.638617325,0.739765527,0.840149002,14,14
562,576,0.633943285,0.773776939,0.56181803,0.773670581,14,14
562,580,0.636143437,0.89404307,0.007375143,0.825234092,14,14
562,581,0.8191082,0.803450444,0.595868808,0.844044564,14,14
562,583,0.86123131,0.912833004,0.823118264,0.970207221,14,14
562,586,0.778862129,0.758337501,0.5605708,0.913987096,14,14
562,593,0.793895811,0.813593248,0.678954001,0.769820813,14,14
562,597,0.568264759,0.664145973,0.910276494,0.731741819,14,14
562,598,0.702136222,0.784250946,0.818200343,0.682098974,14,14
562,599,0.933935609,0.961727922,0.855212493,0.924217786,14,14
562,600,0.820771451,0.789345365,0.530133483,0.598950425,14,14
562,632,0.630105704,-0.000625842,0.708527852,0.748613181,14,15
562,774,0.875294873,0.658523649,0.77708568,-0.003521982,14,17
562,872,0.952174809,0.836330023,0.7627812,0.969096082,14,19
562,899,0.840439419,-0.016825732,0.796406271,0.822045445,14,19
562,1179,0.828118232,0.968171037,0.904431794,0.885487523,14,24
562,1297,0.640223793,0.740801472,0.551864451,-0.007569872,14,25
562,1351,0.751413898,0.768809167,0.00084232,0.701219941,14,26
562,1804,0.746129218,0.886538982,0.53546517,0.712191819,14,31
562,1935,0.834000815,0.954016928,0.940309753,0.905788275,14,32
563,567,0.576538813,0.55094188,0.761012281,0.714192307,14,14
563,569,0.777702447,0.833700251,0.53781676,0.952348837,14,14
563,573,0.010340285,0.795096001,0.00639295,0.704005518,14,14
563,576,0.012985242,0.794583711,0.507550255,0.00176304,14,14
563,577,0.772331398,0.968058842,0.88079734,0.948981827,14,14
563,579,0.002838613,0.66153055,0.762535898,0.715361977,14,14
563,582,0.00703087,0.954367697,0.898479828,0.95482804,14,14
563,583,0.934725718,0.942522667,0.924562645,1.005422929,14,14
563,584,0.69900091,0.969493832,0.928275392,0.75043438,14,14
563,585,-0.014297324,0.579019466,0.845711382,0.815632112,14,14
563,587,0.753238647,0.536826431,0.496623922,0.82316112,14,14
563,590,0.520956874,0.912749276,0.800119774,0.638770751,14,14
563,591,0.613042385,0.889238443,0.690782957,0.018401598,14,14
563,593,0.004729483,0.008467314,0.005846304,0.019217292,14,14
563,594,0.614783373,0.015990991,-0.019672848,0.019078633,14,14
563,599,0.628620391,0.015097874,0.01720565,0.018026794,14,14
563,602,0.795515647,0.576325907,0.820903621,-0.004097749,14,14
563,716,0.724355095,0.670037523,0.742092509,0.692678012,14,16
563,811,0.9760381,0.905613246,0.705298916,0.956046036,14,18
563,903,0.832384495,0.826698636,0.718820698,0.877921317,14,19
563,938,0.959629345,0.887035406,0.942238574,0.717486946,14,20
563,1055,0.011981108,0.546128026,0.007364871,-0.005559518,14,22
563,1073,0.855333309,0.886447875,0.855084066,0.862453,14,22
563,1459,0.653460112,0.86018089,0.827519171,0.734613188,14,27
563,1691,0.793888773,0.931600647,0.977448741,0.947356346,14,30
563,1777,0.793941878,0.78567361,0.749840667,0.79786235,14,30
564,569,0.796902536,0.549577516,0.57668956,0.646925991,14,14
564,570,0.622822425,0.532784977,0.528870316,0.757349378,14,14
564,573,0.763378715,0.708138606,0.944096992,0.802770557,14,14
564,577,0.83776853,0.66618787,0.690339181,0.533880023,14,14
564,578,0.545527157,0.59701103,-0.004482689,0.834217112,14,14
564,579,0.97146194,0.705451548,0.909902397,0.923299932,14,14
564,581,0.791477249,0.852694839,0.932373716,0.934354483,14,14
564,582,0.876046097,0.880930257,0.969852867,0.793231059,14,14
564,583,0.936732314,0.846642831,0.829011996,0.821396991,14,14
564,585,0.810808594,0.937915963,0.906155219,0.7255513,14,14
564,586,0.002606308,0.573380081,0.713433412,0.716208799,14,14
564,587,0.658874453,-0.019935034,0.67458575,-0.009208076,14,14
564,588,0.858393103,0.656536268,0.57331029,0.801813127,14,14
564,589,0.012054119,0.675781457,0.495473538,0.635228428,14,14
564,591,0.564283159,0.881130105,0.823907504,0.679641807,14,14
564,593,0.744368808,0.84657699,0.81215413,0.888890984,14,14
564,599,0.576576225,0.805253367,0.012654946,0.844100919,14,14
564,604,0.598273118,0.532019292,0.696614153,0.770868384,14,14
564,655,0.784510142,0.674243086,0.836875232,0.541253992,14,15
564,834,0.542443357,0.010972995,-0.014709688,0.010621583,14,18
564,958,0.015556807,0.00639933,-0.001483262,0.015040561,14,20
564,992,0.903539396,0.937833397,0.650125666,0.955965849,14,21
564,1097,0.914386015,0.990189704,0.984946086,0.924952323,14,22
564,1171,0.015834288,0.012601948,0.554242716,0.008704084,14,23
564,1663,0.019595422,0.708112403,0.81083593,0.574634503,14,29
564,1762,0.608802093,0.811546119,0.961440186,0.878063323,14,30
564,1980,0.833895354,0.63563304,0.513868519,0.720507355,14,32
565,566,0.743223847,0.795612752,0.928958723,0.676645361,14,14
565,568,0.506200112,0.528464132,0.727249874,0.6228393,14,14
565,569,0.671600546,0.529461403,0.630154814,0.688010373,14,14
565,570,0.607123946,0.601822572,0.560334874,0.66251684,14,14
565,571,0.727970138,0.602426065,0.906596427,0.628924985,14,14
565,578,0.559554994,0.009992993,0.699169729,-0.012526564,14,14
565,580,0.82884558,0.493463779,0.578952748,0.656362283,14,14
565,581,0.892945607,0.800693322,0.925486307,0.815672694,14,14
565,583,0.805280465,0.888496701,0.851939167,0.803392095,14,14
565,584,0.579068545,0.654291268,0.761168053,0.002867601,14,14
565,587,0.573691193,-0.019913217,0.662196936,0.555783272,14,14
565,589,0.748695541,0.008535464,0.848031109,-0.000767883,14,14
565,591,0.878926521,0.925826686,0.730298911,0.906134682,14,14
565,592,0.938349544,0.642322633,0.649984132,0.770960687,14,14
565,596,0.644995521,0.664035536,0.70533193,0.902477577,14,14
565,598,0.968346933,0.956621812,0.964485474,0.896023776,14,14
565,601,0.805669103,0.518220174,0.575061202,0.658626803,14,14
565,602,0.871190271,0.700204522,0.778344234,0.784619492,14,14
565,604,0.877677543,0.777755165,-0.017280085,0.853735657,14,14
565,668,0.572399612,0.65735387,-0.019506121,0.720193044,14,16
565,1249,0.924286248,0.860018665,0.651431129,0.848284035,14,24
565,1355,0.890676546,0.71497542,0.906968406,0.745802238,14,26
565,1388,0.818972127,0.5619594,0.679544663,0.625863258,14,26
565,1435,-0.019200634,0.593800869,-0.002343522,0.496859491,14,27
565,1559,0.914961208,0.936946203,0.890484024,0.779060863,14,28
565,1687,0.915336985,0.867094509,0.80040905,0.84116619,14,30
565,1709,0.922834499,0.698788656,0.752966052,0.575880663,14,30
565,1789,0.781470164,0.7024169,-0.007989734,0.014423156,14,31
565,1807,0.876096803,0.983091323,0.82414196,0.892778,14,31
565,1867,0.857161016,0.935186443,0.9552958,0.816972421,14,31
565,1901,0.848011887,0.925377714,0.974512266,0.868528481,14,32
566,569,0.962322519,0.978952146,0.978908721,0.894226222,14,14
566,577,0.835401094,0.718648135,0.537388315,0.798624347,14,14
566,585,0.755820875,0.860671134,0.682975318,0.846078952,14,14
566,586,0.781101621,0.920339011,0.571548596,0.864995643,14,14
566,588,0.972431426,0.696986032,0.688709219,0.798876522,14,14
566,592,0.775758916,0.733790186,0.836033628,0.856176986,14,14
566,595,0.568892095,0.535045231,0.826545942,0.009660221,14,14
566,596,0.666693536,0.873797269,0.868274042,0.758728776,14,14
566,598,0.902696702,0.823689834,0.936560811,0.959408191,14,14
566,600,0.830425147,0.911677593,0.571379346,0.826089367,14,14
566,603,0.946026931,0.912898635,0.833597497,0.722831951,14,14
566,604,0.843266836,0.827370877,0.927703203,0.741777681,14,14
566,889,0.859406046,-0.017253826,0.668414158,0.885641918,14,19
566,1163,0.786218641,0.573639928,0.92760875,0.813993595,14,23
566,1227,0.680975253,-0.014477854,0.599641455,0.003171518,14,24
566,1245,0.518378682,0.01045683,-0.003798857,0.005917973,14,24
566,1369,0.809244511,0.845854246,-0.019107429,0.792069326,14,26
566,1519,0.779899443,0.847949646,0.957128666,0.901930148,14,28
566,1598,0.632243454,0.780915663,0.866111421,0.544431301,14,29
567,570,0.956436966,0.962635209,0.972986623,0.968529836,14,14
567,571,0.966957696,0.683759925,0.908815033,0.780925415,14,14
567,573,0.72026529,0.717776172,0.788305548,0.898841127,14,14
567,577,0.855256061,0.757249944,0.708767193,0.833238076,14,14
567,579,0.879909261,0.874393637,0.881265937,0.924615898,14,14
567,583,0.567195484,-0.000115227,0.795957317,0.547648754,14,14
567,585,0.975219959,0.902405377,0.925425262,0.99574255,14,14
567,593,0.868305728,0.5055123,0.905526223,0.812502555,14,14
567,597,0.858089266,0.874055365,0.921307426,0.727652182,14,14
