"geneA","geneB","iRef","GEO","GO","pathW"
"5099","281","1623","0.8078","0.4324","0.9243","0.8529"
"5100","281","1677","0.9396","0.8682","0.6915","0.4735"
"5101","281","1741","0.6491","0.4802","0.4563","0.2592"
"5102","281","1757","0.6465","0.3860","0.4948","0.7907"
"5103","281","1888","0.6906","0.9445","0.9469","0.8023"
"5104","281","1889","0.4698","0.1947","0.6844","0.4969"
"5105","281","1964","0.8297","0.7289","0.7186","0.4240"
"5106","282","291","0.3516","0.5306","0.3230","0.7158"
"5107","282","295","0.9814","0.8668","0.8822","0.9653"
"5108","282","299","0.6646","0.8286","0.4010","0.7143"
"5109","282","345","0.6421","0.7372","0.8357","0.7860"
"5110","282","559","0.6973","0.5770","0.9307","0.7049"
"5111","282","569","0.2778","0.4610","0.5141","0.6291"
"5112","282","570","0.1527","0.8731","0.6192","0.7796"
"5113","282","606","0.7226","0.8881","0.9784","0.8729"
"5114","282","753","0.3107","0.4765","0.4639","0.8322"
"5115","282","854","0.7552","0.8049","0.9418","0.9337"
"5116","282","871","0.2036","0.3650","0.3693","0.7143"
"5117","282","891","0.7324","0.8424","0.6511","0.8416"
"5118","282","899","0.8106","0.8039","0.9734","0.8771"
"5119","282","1002","0.9728","0.9838","0.9524","0.8865"
"5120","282","1197","0.8549","0.9239","0.9599","0.8633"
"5121","282","1205","0.9416","0.9371","0.9264","0.9678"
"5122","282","1387","0.8953","0.5056","0.4133","0.1921"
"5123","282","1482","0.9327","0.7791","0.6699","0.8231"
"5124","282","1491","0.9464","0.9098","0.9132","0.9700"
"5125","282","1544","0.9125","0.7599","0.7097","0.8068"
"5126","282","1733","0.9015","0.8237","0.9395","0.8483"
"5127","282","1759","0.4688","0.8840","0.3746","0.5246"
"5128","282","1792","0.6711","0.8192","0.8848","0.8798"
"5129","282","1918","0.5598","0.5461","0.5432","0.8458"
"5130","282","1925","0.3686","0.1409","0.4900","0.6500"
"5131","283","291","0.8700","0.7933","0.6192","0.7628"
"5132","283","300","0.9603","0.9031","0.9392","0.9816"
"5133","283","302","0.9384","0.8782","0.8962","0.8543"
"5134","283","557","0.9620","0.8792","0.9324","0.8844"
"5135","283","793","0.7048","0.7713","0.6076","0.8902"
"5136","283","802","0.2048","0.1975","0.5675","0.2326"
"5137","283","995","0.6730","0.8097","0.6694","0.8700"
"5138","283","996","0.8674","0.9172","0.9828","0.9424"
"5139","283","1178","0.7932","0.7843","0.6861","0.4470"
"5140","283","1265","0.9136","0.8772","0.8306","0.9147"
"5141","283","1309","0.7468","0.6733","0.5987","0.8404"
"5142","283","1403","0.7963","0.9027","0.7712","0.7714"
"5143","283","1670","0.9637","0.9845","0.9771","0.9809"
"5144","283","1737","0.9824","0.8294","0.9273","0.9197"
"5145","283","1779","0.5862","0.7156","0.8744","0.3932"
"5146","283","1938","0.1946","0.5838","0.6436","0.5704"
"5147","284","286","0.5095","0.4632","0.8809","0.9175"
"5148","284","291","0.9732","0.9834","0.8869","0.9622"
"5149","284","295","0.8219","0.5764","0.3796","0.5057"
"5150","284","297","0.8468","0.9192","0.8423","0.5992"
"5151","284","299","0.8801","0.7335","0.9494","0.6131"
"5152","284","301","0.5484","0.8352","0.9197","0.8388"
"5153","284","373","0.9297","0.9244","0.8925","0.8014"
"5154","284","466","0.8346","0.9768","0.7932","0.8318"
"5155","284","517","0.7084","0.8272","0.4601","0.9670"
"5156","284","740","0.6566","0.9190","0.8774","0.8501"
"5157","284","852","0.6224","0.8806","0.8064","0.5991"
"5158","284","1084","0.6563","0.8788","0.8891","0.9182"
"5159","284","1867","0.7122","0.8128","0.8203","0.7091"
"5160","284","1870","0.8773","0.9746","0.8739","0.8628"
"5161","284","1896","0.7312","0.7201","0.7219","0.6115"
"5162","285","287","0.6538","0.8154","0.9083","0.7294"
"5163","285","291","0.6152","0.7789","0.8472","0.8831"
"5164","285","300","0.9584","0.8592","0.8956","0.9856"
"5165","285","301","0.3866","0.8105","0.5177","0.4513"
"5166","285","302","0.2865","0.4543","0.5868","0.3701"
"5167","285","303","0.8336","0.8222","0.9009","0.8471"
"5168","285","322","0.7393","0.4604","0.6024","0.7591"
"5169","285","438","0.6947","0.8235","0.8876","0.8948"
"5170","285","513","0.8013","0.9459","0.9019","0.7096"
"5171","285","773","0.4501","0.6956","0.7375","0.3943"
"5172","285","942","0.8811","0.9298","0.8277","0.9339"
"5173","285","1297","0.6204","0.7964","0.8911","0.8342"
"5174","285","1393","0.8578","0.7164","0.9237","0.7915"
"5175","285","1421","0.8876","0.6023","0.7352","0.9339"
"5176","285","1532","0.9338","0.9122","0.8873","0.9483"
"5177","285","1696","0.6212","0.5255","0.5397","0.3535"
"5178","285","1833","0.8904","0.9746","0.8564","0.8361"
"5179","286","294","0.8065","0.4286","0.7799","0.8156"
"5180","286","300","0.9364","0.9800","0.8074","0.9440"
"5181","286","361","0.4610","0.5530","0.2384","0.3440"
"5182","286","521","0.7581","0.8239","0.6480","0.9179"
"5183","286","535","0.8069","0.7206","0.6403","0.7294"
"5184","286","628","0.8786","0.7833","0.6144","0.6389"
"5185","286","698","0.8895","0.9305","0.9480","0.7203"
"5186","286","1008","0.8918","0.9595","0.9902","0.9089"
"5187","286","1089","0.7030","0.4132","0.9241","0.8292"
"5188","286","1158","0.6514","0.9713","0.7349","0.9658"
"5189","286","1214","0.5231","0.3960","0.4982","0.4992"
"5190","286","1402","0.4718","0.6651","0.6698","0.5256"
"5191","286","1733","0.8223","0.6668","0.3637","0.4911"
"5192","286","1916","0.7750","0.6335","0.8186","0.7392"
"5193","287","302","0.4704","0.5857","0.5307","0.7651"
"5194","287","356","0.8088","0.8374","0.5694","0.9203"
"5195","287","482","0.7337","0.7198","0.7930","0.7530"
"5196","287","697","0.9370","0.9150","0.9844","0.8646"
"5197","287","709","0.9685","0.8684","0.7206","0.9000"
"5198","287","1119","0.8343","0.8074","0.5339","0.7112"
"5199","287","1417","0.9397","0.7533","0.8015","0.8343"
"5200","287","1459","0.7685","0.6736","0.9469","0.8989"
"5201","287","1825","0.8396","0.9061","0.9303","0.9563"
"5202","288","290","0.9733","0.9099","0.9905","0.7650"
"5203","288","291","0.8995","0.7027","0.5090","0.8603"
"5204","288","293","0.6992","0.6470","0.9144","0.6900"
"5205","288","297","0.8425","0.8454","0.9315","0.9365"
"5206","288","298","0.5660","0.4610","0.6642","0.5062"
"5207","288","300","0.9218","0.9522","0.9598","0.9087"
"5208","288","353","0.7681","0.8464","0.8595","0.9222"
"5209","288","368","0.5287","0.9512","0.9381","0.7284"
"5210","288","732","0.9320","0.9391","0.9757","0.9378"
"5211","288","782","0.8276","0.7979","0.7149","0.9434"
"5212","288","823","0.7927","0.7809","0.6649","0.8444"
"5213","288","1174","0.7962","0.4751","0.6562","0.8924"
"5214","288","1189","0.7198","0.8009","0.9653","0.8745"
"5215","288","1217","0.8692","0.5977","0.8376","0.7732"
"5216","288","1315","0.6526","0.6905","0.8335","0.7672"
"5217","288","1351","0.5143","0.5440","0.8508","0.7082"
"5218","288","1868","0.9089","0.9591","0.9486","0.7691"
"5219","288","1872","0.6729","0.8161","0.5802","0.8998"
"5220","288","1875","0.6698","0.7750","0.6165","0.2391"
"5221","288","1976","0.6986","0.6858","0.6075","0.5280"
"5222","289","290","0.9274","0.9044","0.9406","0.8550"
"5223","289","292","0.9716","0.9393","0.8728","0.9590"
"5224","289","294","0.9117","0.8678","0.9156","0.7734"
"5225","289","296","0.7166","0.9430","0.8516","0.8190"
"5226","289","490","0.7951","0.8965","0.7963","0.3308"
"5227","289","523","0.8761","0.7442","0.5059","0.5110"
"5228","289","787","0.9196","0.8976","0.8725","0.7050"
"5229","289","794","0.1894","0.4072","0.8589","0.9430"
"5230","289","1224","0.7476","0.8882","0.8144","0.9647"
"5231","289","1456","0.6620","0.8110","0.8537","0.7187"
"5232","289","1490","0.8422","0.7890","0.8652","0.8452"
"5233","289","1669","0.6413","0.8755","0.6515","0.9580"
"5234","289","1689","0.5593","0.7985","0.4678","0.4731"
"5235","289","1978","0.4744","0.6351","0.3976","0.3136"
"5236","290","291","0.4882","0.5237","0.7144","0.8423"
"5237","290","292","0.8634","0.7135","0.7546","0.5947"
"5238","290","300","0.9653","0.8259","0.8336","0.6948"
"5239","290","1074","0.9520","0.9759","0.9311","0.8724"
"5240","290","1092","0.7315","0.8220","0.8830","0.5674"
"5241","290","1114","0.6677","0.9186","0.9272","0.8333"
"5242","290","1558","0.3452","0.5016","0.5912","0.8751"
"5243","290","1846","0.9173","0.7896","0.7121","0.8150"
"5244","290","1906","0.7300","0.7437","0.7640","0.7100"
"5245","290","1914","0.6999","0.7659","0.9172","0.7725"
"5246","290","1931","0.9507","0.9376","0.9479","0.8939"
"5247","291","299","0.9527","0.9362","0.9229","0.9008"
"5248","291","415","0.9438","0.9445","0.9065","0.8545"
"5249","291","541","0.6369","0.6000","0.8934","0.3451"
"5250","291","572","0.8695","0.4672","0.5767","0.9208"
"5251","291","822","0.4954","0.8539","0.7352","0.8832"
"5252","291","893","0.7929","0.9044","0.8818","0.5879"
"5253","291","912","0.8008","0.7760","0.7627","0.9120"
"5254","291","963","0.8914","0.8734","0.9303","0.5819"
"5255","291","976","0.7509","0.7368","0.8395","0.6786"
"5256","291","1161","0.8322","0.8902","0.8011","0.9123"
"5257","291","1283","0.9081","0.9808","0.9576","0.9202"
"5258","291","1746","0.9026","0.8922","0.6616","0.8797"
"5259","291","1761","0.9261","0.8550","0.9618","0.8303"
"5260","292","293","0.7030","0.9212","0.7535","0.7441"
"5261","292","297","0.6396","0.6022","0.7842","0.6731"
"5262","292","300","0.7829","0.6775","0.8661","0.8832"
"5263","292","302","0.7589","0.9116","0.8125","0.8839"
"5264","292","426","0.9093","0.9478","0.8917","0.9777"
"5265","292","469","0.8707","0.3652","0.8430","0.6270"
"5266","292","663","0.7637","0.7610","0.8816","0.8791"
"5267","292","815","0.9895","0.9865","0.9902","0.9935"
"5268","292","878","0.7844","0.8990","0.8817","0.3980"
"5269","292","1340","0.9601","0.9357","0.9410","0.8712"
"5270","292","1348","0.6062","0.8486","0.7557","0.3157"
"5271","292","1401","0.8752","0.9230","0.9590","0.6988"
"5272","292","1457","0.7806","0.8888","0.7975","0.8069"
"5273","292","1528","0.6734","0.7088","0.5407","0.7893"
"5274","292","1711","0.9060","0.7524","0.7590","0.7482"
"5275","292","1840","0.8761","0.9806","0.8368","0.9269"
"5276","292","1848","0.8255","0.7324","0.9557","0.4837"
"5277","292","1877","0.4973","0.6359","0.4293","0.7680"
"5278","292","1950","0.7272","0.5914","0.7200","0.7087"
"5279","292","1961","0.8450","0.8779","0.7827","0.7084"
"5280","293","295","0.7473","0.5018","0.6584","0.5917"
"5281","293","297","0.8902","0.8667","0.9085","0.8154"
"5282","293","448","0.7812","0.8945","0.8737","0.9505"
"5283","293","570","0.5377","0.4471","0.7169","0.6977"
"5284","293","580","0.5200","0.6309","0.8350","0.7712"
"5285","293","647","0.9549","0.8249","0.9092","0.9541"
"5286","293","954","0.6962","0.5833","0.6539","0.5666"
"5287","293","1220","0.7957","0.7572","0.9445","0.8441"
"5288","293","1376","0.6511","0.7920","0.7406","0.6653"
"5289","293","1451","0.8634","0.9294","0.9584","0.9378"
"5290","293","1484","0.7924","0.8917","0.7567","0.8785"
"5291","293","1619","0.4268","0.7237","0.6626","0.4777"
"5292","293","1638","0.8236","0.7511","0.7986","0.8851"
"5293","293","1644","0.6588","0.5667","0.5587","0.5837"
"5294","293","1765","0.7632","0.7689","0.7393","0.8221"
"5295","293","1995","0.8061","0.6472","0.6622","0.4792"
"5296","294","298","0.8617","0.9158","0.8358","0.8222"
"5297","294","300","0.9489","0.9042","0.8878","0.9775"
"5298","294","321","0.7020","0.6410","0.8808","0.6388"
"5299","294","601","0.7098","0.6733","0.5833","0.6093"
"5300","294","966","0.3133","0.8588","0.3606","0.6499"
"5301","294","1043","0.4350","0.6005","0.4288","0.7275"
"5302","294","1091","0.7955","0.8373","0.7537","0.8903"
"5303","294","1109","0.8582","0.9679","0.9626","0.9293"
"5304","294","1155","0.5695","0.8157","0.7947","0.7207"
"5305","294","1158","0.3714","0.7951","0.7542","0.7888"
"5306","294","1218","0.5983","0.3865","0.4606","0.6716"
"5307","294","1220","0.7526","0.7483","0.8579","0.6336"
"5308","294","1349","0.7548","0.6071","0.9230","0.6687"
"5309","294","1488","0.9788","0.8536","0.9453","0.9317"
"5310","294","1537","0.7620","0.4256","0.3996","0.5755"
"5311","294","1738","0.9594","0.8476","0.6829","0.9608"
"5312","294","1789","0.4546","0.5624","0.6059","0.7340"
"5313","294","1857","0.7374","0.6332","0.6421","0.5594"
"5314","294","1992","0.4661","0.7515","0.6761","0.7176"
"5315","295","386","0.5818","0.7677","0.8957","0.7563"
"5316","295","481","0.6398","0.8769","0.4070","0.6994"
"5317","295","583","0.5894","0.7903","0.6749","0.5646"
"5318","295","653","0.5335","0.6065","0.7968","0.6230"
"5319","295","656","0.4643","0.7334","0.7962","0.8405"
"5320","295","951","0.9221","0.8554","0.9745","0.9289"
"5321","295","1218","0.8411","0.7943","0.8220","0.6352"
"5322","295","1291","0.5591","0.7061","0.4098","0.2835"
"5323","295","1427","0.4064","0.4393","0.3118","0.7697"
"5324","295","1444","0.8670","0.9331","0.8895","0.8879"
"5325","295","1533","0.8871","0.9121","0.8156","0.6304"
"5326","295","1597","0.3228","0.3652","0.5541","0.3510"
"5327","295","1719","0.8864","0.9784","0.9481","0.9348"
"5328","295","1748","0.9099","0.7361","0.9101","0.7342"
"5329","295","1937","0.6930","0.8734","0.6310","0.6757"
"5330","295","1943","0.5651","0.2840","0.2157","0.3565"
"5331","296","685","0.6207","0.5446","0.3226","0.7855"
"5332","296","769","0.6184","0.7328","0.8976","0.6498"
"5333","296","879","0.7830","0.9341","0.5846","0.9161"
"5334","296","1139","0.7687","0.7817","0.6038","0.5963"
"5335","296","1358","0.8845","0.7917","0.6444","0.6825"
"5336","296","1706","0.7566","0.5293","0.8185","0.5701"
"5337","296","1773","0.7151","0.6090","0.4289","0.5016"
"5338","297","300","0.9417","0.9205","0.9348","0.9164"
"5339","297","302","0.9523","0.7847","0.8737","0.9170"
"5340","297","371","0.7588","0.5556","0.7640","0.4686"
"5341","297","397","0.8701","0.8779","0.7589","0.5367"
"5342","297","521","0.8871","0.9860","0.8693","0.9735"
"5343","297","535","0.9301","0.9815","0.6845","0.6290"
"5344","297","560","0.3765","0.3965","0.7985","0.4177"
"5345","297","566","0.8407","0.8006","0.8743","0.8854"
"5346","297","732","0.9601","0.9399","0.8234","0.9331"
"5347","297","911","0.6460","0.6855","0.8712","0.7038"
"5348","297","1062","0.8707","0.7723","0.5620","0.8202"
"5349","297","1072","0.9637","0.7744","0.8457","0.9401"
"5350","297","1119","0.9181","0.5736","0.8919","0.9450"
"5351","297","1275","0.9023","0.9535","0.8027","0.8126"
"5352","297","1397","0.9252","0.4729","0.8310","0.9245"
"5353","297","1524","0.7712","0.9068","0.6470","0.8754"
"5354","297","1578","0.8626","0.6915","0.9161","0.8604"
"5355","297","1624","0.7622","0.7749","0.6277","0.8200"
"5356","297","1685","0.8406","0.8653","0.7754","0.8674"
"5357","297","1948","0.8870","0.3693","0.7734","0.7980"
"5358","298","353","0.8088","0.9271","0.8769","0.8088"
"5359","298","426","0.8885","0.7867","0.9095","0.7000"
"5360","298","463","0.6121","0.8155","0.7975","0.4944"
"5361","298","468","0.8984","0.8982","0.9705","0.7317"
"5362","298","873","0.4864","0.6185","0.9059","0.8292"
"5363","298","911","0.8671","0.7424","0.7475","0.5403"
"5364","298","915","0.9525","0.7391","0.9787","0.9187"
"5365","298","1201","0.4796","0.5480","0.3742","0.3477"
"5366","298","1234","0.8306","0.7848","0.8896","0.9507"
"5367","298","1404","0.8266","0.5953","0.7136","0.9141"
"5368","298","1424","0.7762","0.6069","0.7040","0.5515"
"5369","298","1470","0.5523","0.5892","0.9650","0.7616"
"5370","298","1648","0.8615","0.8939","0.7491","0.6743"
"5371","298","1707","0.7165","0.7231","0.8939","0.8296"
"5372","298","1735","0.7618","0.6917","0.4575","0.6714"
"5373","298","1939","0.6388","0.9462","0.8623","0.8440"
"5374","298","1958","0.8118","0.8033","0.4004","0.6327"
"5375","298","1995","0.8259","0.8325","0.8995","0.6038"
"5376","299","896","0.9949","0.9586","0.9776","0.9808"
"5377","299","1013","0.7110","0.8662","0.9359","0.5009"
"5378","299","1159","0.7240","0.9327","0.7596","0.6250"
"5379","299","1319","0.8014","0.6705","0.6045","0.6984"
"5380","299","1340","0.6117","0.9733","0.6557","0.7371"
"5381","299","1431","0.6790","0.6493","0.3937","0.8544"
"5382","299","1452","0.5150","0.4102","0.6238","0.6027"
"5383","299","1677","0.2166","0.7828","0.2853","0.4748"
"5384","299","1722","0.7241","0.6099","0.7374","0.7375"
"5385","299","1844","0.9368","0.8919","0.7940","0.9516"
"5386","299","1879","0.7946","0.8036","0.8128","0.8191"
"5387","300","450","0.8863","0.9376","0.7772","0.4938"
"5388","300","451","0.9110","0.9229","0.9666","0.9020"
"5389","300","524","0.8808","0.7266","0.6830","0.8603"
"5390","300","584","0.8368","0.7671","0.6159","0.7416"
"5391","300","659","0.9530","0.8561","0.7238","0.9382"
"5392","300","814","0.8988","0.9801","0.9191","0.9035"
"5393","300","1142","0.9493","0.9582","0.9420","0.8698"
"5394","300","1170","0.7264","0.7944","0.5925","0.5872"
"5395","300","1369","0.7923","0.7647","0.8990","0.9533"
"5396","300","1380","0.7277","0.6587","0.6385","0.7452"
"5397","300","1469","0.8455","0.9530","0.8330","0.8609"
"5398","300","1571","0.7264","0.4800","0.7995","0.8778"
"5399","300","1801","0.9361","0.9702","0.9712","0.8076"
"5400","301","317","0.9703","0.9093","0.7677","0.8125"
"5401","301","379","0.7975","0.8808","0.8244","0.8805"
"5402","301","482","0.6611","0.5524","0.7491","0.7987"
"5403","301","625","0.6421","0.7382","0.9309","0.9628"
"5404","301","692","0.8378","0.6704","0.9180","0.9455"
"5405","301","726","0.9465","0.9111","0.6085","0.9068"
"5406","301","949","0.9643","0.9394","0.9805","0.9739"
"5407","301","1123","0.9380","0.6386","0.8593","0.4241"
"5408","301","1367","0.3953","0.4716","0.5096","0.7958"
"5409","301","1490","0.6403","0.8170","0.8751","0.3655"
"5410","301","1563","0.8769","0.9236","0.8746","0.4674"
"5411","301","1724","0.9538","0.8828","0.9506","0.9638"
"5412","301","1808","0.5473","0.5255","0.8165","0.6135"
"5413","301","1812","0.6209","0.7005","0.8151","0.6220"
"5414","301","1838","0.9028","0.5968","0.8087","0.6538"
"5415","301","1974","0.9231","0.7824","0.5671","0.7012"
"5416","302","357","0.9085","0.9850","0.9654","0.9451"
"5417","302","482","0.9580","0.9846","0.9655","0.9324"
"5418","302","560","0.8088","0.8083","0.6813","0.7346"
"5419","302","598","0.7151","0.7292","0.5890","0.7385"
"5420","302","761","0.8402","0.8668","0.7347","0.8844"
"5421","302","763","0.6760","0.3574","0.2029","0.6384"
"5422","302","773","0.7333","0.7519","0.6856","0.6551"
"5423","302","954","0.5966","0.5168","0.3702","0.5709"
"5424","302","1025","0.6146","0.2858","0.6181","0.5343"
"5425","302","1084","0.6750","0.8023","0.5142","0.9230"
"5426","302","1204","0.5861","0.4890","0.8411","0.8907"
"5427","302","1373","0.7421","0.9643","0.9431","0.8608"
"5428","302","1391","0.7328","0.8343","0.8186","0.9093"
"5429","302","1502","0.9155","0.9646","0.7286","0.8603"
"5430","302","1539","0.8985","0.7944","0.8011","0.8057"
"5431","302","1543","0.6863","0.2324","0.5923","0.4822"
"5432","302","1842","0.6033","0.8697","0.9004","0.8554"
"5433","303","308","0.6787","0.8918","0.9149","0.9435"
"5434","303","310","0.5398","0.2851","0.4913","0.3686"
"5435","303","311","0.5177","0.6410","0.6434","0.3454"
"5436","303","326","0.9710","0.9545","0.9481","0.9190"
"5437","303","327","0.2796","0.7169","0.6003","0.8356"
"5438","303","328","0.7161","0.6175","0.8009","0.8236"
"5439","303","331","0.8666","0.9295","0.9441","0.6950"
"5440","303","334","0.8748","0.9692","0.9254","0.9771"
"5441","303","335","0.7400","0.8324","0.8845","0.7374"
"5442","303","339","0.8721","0.8924","0.8792","0.6900"
"5443","303","676","0.7880","0.9235","0.9508","0.5619"
"5444","303","780","0.3155","0.7850","0.7059","0.8817"
"5445","303","924","0.3723","0.4851","0.4910","0.4565"
"5446","303","945","0.8989","0.8442","0.6436","0.8163"
"5447","303","1055","0.8721","0.7742","0.4183","0.9080"
"5448","303","1298","0.9157","0.9308","0.9505","0.8860"
"5449","303","1498","0.5989","0.8439","0.7414","0.7104"
"5450","303","1550","0.8004","0.7824","0.9609","0.7727"
"5451","303","1580","0.3861","0.7239","0.5776","0.7626"
"5452","303","1638","0.9388","0.8588","0.8911","0.8433"
"5453","303","1765","0.3850","0.3350","0.4450","0.7598"
"5454","303","1990","0.8067","0.8952","0.3413","0.6465"
"5455","304","308","0.3095","0.5436","0.8856","0.7041"
"5456","304","314","0.4284","0.9083","0.9618","0.7059"
"5457","304","318","0.8828","0.8595","0.8594","0.8828"
"5458","304","324","0.8467","0.7424","0.9109","0.9438"
"5459","304","338","0.8347","0.7117","0.8477","0.3298"
"5460","304","341","0.9148","0.9333","0.8676","0.8108"
"5461","304","344","0.6212","0.8039","0.5861","0.6044"
"5462","304","566","0.4860","0.4484","0.6888","0.6828"
"5463","304","583","0.6279","0.6335","0.8906","0.8459"
"5464","304","684","0.8989","0.9795","0.6607","0.8276"
"5465","304","810","0.1929","0.2223","0.1540","0.6332"
"5466","304","827","0.8969","0.8653","0.9209","0.6179"
"5467","304","893","0.9345","0.7564","0.7909","0.5974"
"5468","304","1367","0.8270","0.8161","0.4113","0.8234"
"5469","304","1683","0.9829","0.8857","0.8103","0.8737"
"5470","304","1820","0.9122","0.8212","0.9455","0.9056"
"5471","305","308","0.8692","0.4520","0.6788","0.6627"
"5472","305","313","0.7995","0.7398","0.9684","0.8427"
"5473","305","315","0.6639","0.3227","0.8328","0.8301"
"5474","305","321","0.5046","0.9224","0.6111","0.7893"
"5475","305","327","0.3151","0.6856","0.3209","0.7769"
"5476","305","328","0.9425","0.9838","0.9612","0.9366"
"5477","305","335","0.7598","0.9119","0.9157","0.9591"
"5478","305","343","0.6405","0.3208","0.8055","0.6485"
"5479","305","380","0.7614","0.6721","0.8454","0.6983"
"5480","305","524","0.7316","0.9032","0.4217","0.6409"
"5481","305","559","0.4591","0.7775","0.5187","0.4357"
"5482","305","760","0.5444","0.6249","0.7939","0.8260"
"5483","305","901","0.9089","0.8598","0.7895","0.8101"
"5484","305","903","0.9191","0.9078","0.9064","0.9082"
"5485","305","1126","0.8296","0.8505","0.4992","0.7878"
"5486","305","1342","0.4603","0.8427","0.6688","0.7660"
"5487","305","1368","0.6282","0.5790","0.2685","0.8147"
"5488","305","1722","0.3851","0.2070","0.7593","0.7776"
"5489","305","1759","0.2630","0.1877","0.7570","0.4778"
"5490","306","316","0.8394","0.6582","0.6283","0.5689"
"5491","306","320","0.8609","0.7925","0.8367","0.6887"
"5492","306","323","0.9557","0.8344","0.5794","0.9351"
"5493","306","327","0.6618","0.4041","0.7448","0.4164"
"5494","306","333","0.7881","0.7670","0.4746","0.7234"
"5495","306","336","0.5877","0.8195","0.3984","0.6010"
"5496","306","418","0.9289","0.8190","0.9089","0.9559"
"5497","306","438","0.7318","0.9391","0.8022","0.8940"
"5498","306","439","0.7217","0.6660","0.7058","0.9005"
"5499","306","507","0.8982","0.7914","0.6944","0.7394"
"5500","306","519","0.5386","0.9181","0.8159","0.8183"
"5501","306","712","0.7182","0.9765","0.8884","0.9474"
"5502","306","785","0.8869","0.7916","0.9221","0.9371"
"5503","306","845","0.6020","0.7803","0.4871","0.7109"
"5504","306","1140","0.7102","0.9373","0.5360","0.8142"
"5505","306","1209","0.8145","0.8921","0.7597","0.7169"
"5506","306","1419","0.6498","0.7080","0.6557","0.8871"
"5507","306","1479","0.7400","0.8293","0.9186","0.4494"
"5508","306","1733","0.9600","0.8360","0.7916","0.9239"
"5509","306","1812","0.9636","0.9371","0.7506","0.8886"
"5510","306","1832","0.7943","0.8829","0.9474","0.8507"
"5511","307","316","0.7161","0.8854","0.6671","0.8679"
"5512","307","326","0.7424","0.9464","0.7903","0.8406"
"5513","307","329","0.9358","0.8922","0.9693","0.9643"
"5514","307","330","0.6557","0.7115","0.3098","0.9123"
"5515","307","333","0.5253","0.4427","0.7384","0.6212"
"5516","307","338","0.7368","0.8920","0.9549","0.9681"
"5517","307","345","0.9391","0.9750","0.8950","0.9688"
"5518","307","399","0.2387","0.4505","0.8421","0.7135"
"5519","307","504","0.7754","0.8390","0.8957","0.5596"
"5520","307","549","0.6955","0.8118","0.9729","0.9081"
"5521","307","641","0.3659","0.3741","0.2481","0.6677"
"5522","307","665","0.5507","0.5179","0.5141","0.8720"
"5523","307","833","0.7549","0.8096","0.7271","0.8730"
"5524","307","905","0.9170","0.9025","0.6488","0.7084"
"5525","307","1046","0.8570","0.6433","0.8268","0.7278"
"5526","307","1229","0.3520","0.0000","0.7970","0.6232"
"5527","307","1536","0.8086","0.8049","0.8221","0.8167"
"5528","307","1634","0.9840","0.9354","0.9892","0.9630"
"5529","307","1704","0.8464","0.7122","0.7359","0.8445"
"5530","307","1781","0.6923","0.9716","0.7937","0.9336"
"5531","307","1806","0.9696","0.9782","0.8860","0.7809"
"5532","307","1896","0.3910","0.4147","0.6345","0.8722"
"5533","308","316","0.9086","0.7352","0.9130","0.9544"
"5534","308","319","0.6053","0.5731","0.7381","0.5817"
"5535","308","323","0.4096","0.7142","0.6089","0.3114"
"5536","308","325","0.8183","0.6823","0.7948","0.7275"
"5537","308","333","0.8382","0.8502","0.6934","0.4860"
"5538","308","338","0.8601","0.9354","0.5347","0.7168"
"5539","308","340","0.8623","0.7636","0.8226","0.7040"
"5540","308","345","0.2367","0.4936","0.6062","0.2704"
"5541","308","391","0.2722","0.7304","0.2527","0.5940"
"5542","308","814","0.9520","0.9703","0.9814","0.8955"
"5543","308","976","0.9217","0.8595","0.6283","0.9898"
"5544","308","985","0.8278","0.9200","0.9184","0.9645"
"5545","308","996","0.9211","0.9128","0.9218","0.9799"
"5546","308","1057","0.9494","0.7783","0.9026","0.8607"
"5547","308","1103","0.9627","0.9115","0.9020","0.8732"
"5548","308","1164","0.9077","0.8710","0.9168","0.9754"
"5549","308","1400","0.9558","0.9511","0.9367","0.9783"
"5550","308","1689","0.9235","0.8499","0.8946","0.5916"
"5551","308","1700","0.8916","0.8851","0.8140","0.9755"
"5552","308","1880","0.8403","0.8497","0.9390","0.9859"
"5553","308","1998","0.9399","0.9217","0.9298","0.7043"
"5554","309","312","0.7683","0.3609","0.8258","0.8095"
"5555","309","324","0.5472","0.7057","0.2477","0.4555"
"5556","309","328","0.4798","0.5539","0.6593","0.7071"
"5557","309","330","0.5105","0.6085","0.7538","0.6546"
"5558","309","334","0.8823","0.7659","0.8905","0.7262"
"5559","309","340","0.8983","0.8720","0.9757","0.9085"
"5560","309","342","0.4752","0.4614","0.5504","0.8400"
"5561","309","343","0.8735","0.9603","0.9507","0.9366"
"5562","309","392","0.8373","0.7946","0.8472","0.9549"
"5563","309","437","0.4342","0.3777","0.7825","0.5854"
"5564","309","440","0.8679","0.7011","0.7219","0.5840"
"5565","309","463","0.9137","0.8855","0.9071","0.7670"
"5566","309","589","0.8625","0.6747","0.8473","0.8325"
"5567","309","643","0.8339","0.7488","0.5111","0.8719"
"5568","309","1247","0.3244","0.1399","0.2468","0.5103"
"5569","309","1361","0.8275","0.9469","0.9593","0.9726"
"5570","309","1434","0.9865","0.9153","0.9729","0.9577"
"5571","309","1718","0.8362","0.8625","0.6784","0.6671"
"5572","309","1768","0.8439","0.9569","0.9517","0.8657"
