"V1","V2","V3","V4","V5","V6","V7","V8"
"12389",641,1840,0.76928,0.75738,0.93455,0.77216,15,31
"12390",641,1956,0.84105,0.91487,0.76983,0.92617,15,32
"12391",642,644,0.88617,0.91928,0.94072,0.64621,15,15
"12392",642,645,0.57696,0.71698,0.66099,0.72036,15,15
"12393",642,649,0.56999,0.85942,0.93439,0.98695,15,15
"12394",642,651,0.92765,0.95759,0.92134,0.91028,15,15
"12395",642,652,0,0,0,0.51953,15,15
"12396",642,656,0,0,0,0.6418,15,15
"12397",642,657,0,0,0,0.66982,15,15
"12398",642,660,0.69471,0.51855,0.85525,0,15,15
"12399",642,776,0.59668,0,0,0.80833,15,17
"12400",642,906,0.55882,0.73576,0.63211,0.80798,15,19
"12401",642,1081,0.54216,0.86472,0.63706,0.71847,15,22
"12402",642,1131,0,0.63484,0.61824,0.55281,15,23
"12403",642,1154,0.93866,0.93796,0.91927,0.96962,15,23
"12404",642,1372,0.82664,0.78532,0.63461,0.51773,15,26
"12405",642,1378,0.92413,0.63549,0.88652,0.82959,15,26
"12406",642,1796,0.86535,0.6925,0.63291,0.74168,15,31
"12407",643,644,0.82572,0.89195,0.8648,0.81971,15,15
"12408",643,648,0.65645,0.75389,0.6032,0.51701,15,15
"12409",643,650,0.94119,0.88803,0.77142,0.58696,15,15
"12410",643,652,0.75456,0.74725,0.83088,0.95209,15,15
"12411",643,654,0.6669,0.89953,0.88696,0.95126,15,15
"12412",643,655,0.83287,0.88847,0.89038,0.93523,15,15
"12413",643,657,0.89115,0.78248,0.74374,0.89234,15,15
"12414",643,660,0.51716,0.84236,0.73952,0.69306,15,15
"12415",643,661,0.90366,0.61561,0.77758,0.91256,15,15
"12416",643,779,0.94385,0.70479,0.7318,0.8965,15,17
"12417",643,825,0.57515,0.84714,0.82563,0.84082,15,18
"12418",643,874,0.85756,0.8176,0.80889,0.95347,15,19
"12419",643,903,0.94185,0.94187,0.75682,0.96137,15,19
"12420",643,996,0,0,0,0.67343,15,21
"12421",643,1016,0.85409,0.90111,0.73285,0.86945,15,21
"12422",643,1503,0.85488,0.82766,0.70935,0.81292,15,28
"12423",643,1533,0.68598,0.54261,0.58663,0.88284,15,28
"12424",643,1950,0.71221,0.83243,0.75038,0.85852,15,32
"12425",644,648,0.54955,0.88755,0.8414,0.74849,15,15
"12426",644,650,0,0,0,0,15,15
"12427",644,655,0,0,0.77326,0.50439,15,15
"12428",644,659,0.70305,0.62734,0.9164,0.63578,15,15
"12429",644,660,0.9001,0.98007,0.94509,0.90797,15,15
"12430",644,680,0.86447,0.95511,0,0.88209,15,16
"12431",644,1016,0,0.52136,0,0.72518,15,21
"12432",644,1535,0.71914,0,0,0,15,28
"12433",644,1581,0.80808,0.93744,0.61298,0.6522,15,28
"12434",644,1764,0.71603,0.68865,0.70455,0,15,30
"12435",644,1840,0.74368,0.85069,0.89554,0.67462,15,31
"12436",645,650,0.74564,0.52753,0.75364,0.5321,15,15
"12437",645,652,0.93235,0.95007,0.9299,0.90035,15,15
"12438",645,653,0,0.51818,0.58412,0,15,15
"12439",645,655,0.68538,0.82706,0.82847,0.85522,15,15
"12440",645,656,0.81831,0.73261,0.94514,0.96925,15,15
"12441",645,657,0.84077,0.7061,0.95757,0.86882,15,15
"12442",645,658,0.80255,0.75604,0.94137,0.93778,15,15
"12443",645,661,0.52673,0.93015,0.90847,0.75307,15,15
"12444",645,1138,0.61167,0.68304,0.57253,0.58392,15,23
"12445",645,1283,0.75931,0.82586,0.54747,0.88741,15,25
"12446",645,1506,0.7765,0,0,0.74545,15,28
"12447",645,1759,0.96183,0.94319,0.91964,0.92503,15,30
"12448",645,1813,0.71501,0.68833,0.79096,0.77541,15,31
"12449",645,1938,0.82539,0.94614,0.85357,0.79267,15,32
"12450",646,647,0.93948,0.95538,0.95004,0.95248,15,15
"12451",646,650,0.76207,0.77767,0.58687,0.80883,15,15
"12452",646,652,0.88289,0.8596,0.87038,0.81781,15,15
"12453",646,655,0.88475,0.95276,0.69261,0.84684,15,15
"12454",646,659,0.87921,0.81606,0.72632,0.84122,15,15
"12455",646,660,0.97053,0.98546,0.9594,0.83852,15,15
"12456",646,811,0,0.82072,0.7838,0.52682,15,18
"12457",646,1044,0.94486,0.94826,0.94474,0.96645,15,22
"12458",646,1777,0.84761,0.87684,0.63864,0.78525,15,30
"12459",647,651,0.759,0.78237,0.69653,0.57544,15,15
"12460",647,652,0,0,0,0,15,15
"12461",647,656,0.86899,0.63299,0.51877,0.85084,15,15
"12462",647,658,0.8776,0.97323,0.83606,0.90565,15,15
"12463",647,660,0.63942,0.74033,0.70295,0.86691,15,15
"12464",647,694,0.97372,0.9012,0.95527,0.92355,15,16
"12465",647,890,0,0.69949,0.56143,0.83296,15,19
"12466",647,915,0.68644,0.5728,0.72318,0,15,20
"12467",647,1279,0,0,0.63121,0.62613,15,25
"12468",647,1686,0.92395,0.96562,0.95763,0.79386,15,30
"12469",648,650,0.61371,0.94864,0.74843,0.91671,15,15
"12470",648,653,0.98522,0.90606,0.93873,0.94486,15,15
"12471",648,654,0.91336,0.89638,0.92954,0.94169,15,15
"12472",648,655,0.79899,0.93963,0.93386,0.87155,15,15
"12473",648,657,0,0,0,0,15,15
"12474",648,659,0.57584,0.85127,0.9524,0.93782,15,15
"12475",648,1034,0.93207,0.80434,0.88149,0.80744,15,21
"12476",648,1058,0.90797,0.93092,0.9325,0.8927,15,22
"12477",648,1170,0,0.75277,0.76254,0.57937,15,23
"12478",648,1193,0.64701,0.88054,0,0.88594,15,24
"12479",648,1373,0.9841,0.80962,0.98051,0.94913,15,26
"12480",648,1470,0.7071,0.75786,0.94865,0.94144,15,27
"12481",648,1535,0.92751,0.93717,0.79889,0.91131,15,28
"12482",648,1705,0.85958,0.75132,0.88338,0.68584,15,30
"12483",648,1721,0.79718,0.82561,0.90723,0.90599,15,30
"12484",648,1828,0.71372,0.90711,0.7494,0.62913,15,31
"12485",648,1863,0.78026,0.73843,0.69841,0.84741,15,31
"12486",648,1950,0.5128,0.87795,0.60921,0,15,32
"12487",649,651,0.61512,0.54501,0.65902,0.93261,15,15
"12488",649,652,0.89449,0.84617,0.86843,0.91765,15,15
"12489",649,654,0.74129,0.74565,0.6904,0.85809,15,15
"12490",649,655,0,0.54503,0.53762,0.54572,15,15
"12491",649,1056,0.77352,0.80375,0,0.94661,15,22
"12492",649,1407,0.97398,0.9783,0.95271,0.98615,15,26
"12493",649,1413,0.95969,0.9384,0.8933,0.90815,15,27
"12494",649,1645,0.54589,0.67318,0.91887,0.91117,15,29
"12495",649,1670,0.85434,0.65128,0,0.93146,15,29
"12496",649,1776,0.77042,0.85556,0.66248,0.73188,15,30
"12497",650,651,0.97447,0.82505,0.9251,0.87801,15,15
"12498",650,653,0.75688,0.70878,0.94346,0,15,15
"12499",650,655,0.84525,0.51006,0.82108,0.85851,15,15
"12500",650,659,0.85616,0.96266,0.71406,0.85892,15,15
"12501",650,660,0,0,0,0.5335,15,15
"12502",650,720,0,0.67629,0.90166,0,15,16
"12503",650,945,0.53347,0,0,0,15,20
"12504",650,1024,0.96855,0,0.85448,0.8113,15,21
"12505",650,1108,0,0,0.74298,0,15,23
"12506",650,1143,0.86865,0.71855,0.83713,0,15,23
"12507",650,1263,0.97202,0.97849,0.97654,0.96998,15,25
"12508",650,1425,0,0.50789,0.76906,0,15,27
"12509",650,1431,0.79164,0.89336,0.65459,0.93877,15,27
"12510",650,1438,0.579,0.81706,0,0.7874,15,27
"12511",650,1588,0.55834,0.8795,0.74532,0.74185,15,29
"12512",650,1778,0.54753,0.6397,0.5753,0.87087,15,31
"12513",651,653,0.85605,0.89155,0.90887,0.95661,15,15
"12514",651,656,0.92356,0,0,0.85222,15,15
"12515",651,658,0.94543,0.89691,0.8031,0.80685,15,15
"12516",651,660,0.92133,0.8978,0.97554,0.95447,15,15
"12517",651,678,0,0.5372,0.82887,0.74565,15,16
"12518",651,773,0,0.74496,0,0,15,17
"12519",651,853,0.88872,0.66076,0.80471,0.92891,15,19
"12520",651,1174,0.90796,0.96816,0.87117,0.95812,15,23
"12521",651,1262,0.90285,0.83713,0.84685,0.92611,15,25
"12522",651,1390,0.75828,0.96905,0.93631,0.9591,15,26
"12523",651,1414,0,0,0.68565,0.55359,15,27
"12524",651,1873,0.62414,0.96124,0.87681,0.88979,15,31
"12525",651,1940,0.5233,0.63153,0,0.50768,15,32
"12526",652,656,0.81067,0.80162,0.86498,0.95391,15,15
"12527",652,661,0.56609,0,0,0.78252,15,15
"12528",652,740,0.93468,0,0.79038,0.83068,15,17
"12529",652,744,0.75422,0.78993,0.87127,0,15,17
"12530",652,835,0.86034,0.5658,0.91103,0.82661,15,18
"12531",652,1402,0.67617,0.86469,0.93763,0.94031,15,26
"12532",652,1542,0.98548,0.80802,0.98805,0.89263,15,28
"12533",652,1622,0.94773,0.98984,0.98515,0.96848,15,29
"12534",652,1798,0.91709,0.78723,0.95687,0.91092,15,31
"12535",652,1813,0.74098,0.78125,0.69934,0.94602,15,31
"12536",652,1919,0.88633,0,0,0,15,32
"12537",652,1931,0.7751,0.84579,0.84157,0,15,32
"12538",653,655,0.93665,0.93394,0.89926,0.87712,15,15
"12539",653,656,0.83177,0.93727,0.86152,0.91852,15,15
"12540",653,658,0.63144,0.64293,0.82861,0.83771,15,15
"12541",653,659,0.85163,0.95611,0.92058,0.92799,15,15
"12542",653,660,0.79435,0.92909,0.96127,0.77302,15,15
"12543",653,997,0.89404,0.74808,0.9502,0.89869,15,21
"12544",653,1119,0.98285,0.93061,0.88925,0.80993,15,23
"12545",653,1145,0.91833,0.76789,0.72608,0.86486,15,23
"12546",653,1150,0.83168,0.91602,0.8507,0.81812,15,23
"12547",653,1256,0.77559,0.72105,0.70346,0.96662,15,25
"12548",653,1416,0.58432,0.80743,0.65173,0.91714,15,27
"12549",653,1424,0.88589,0.91422,0.72009,0.83455,15,27
"12550",653,1478,0.64098,0.65329,0,0.71067,15,27
"12551",653,1505,0.55993,0.78623,0.50716,0.82694,15,28
"12552",653,1607,0.64283,0.71134,0.57538,0.83487,15,29
"12553",653,1608,0.83573,0.75817,0.89235,0.5645,15,29
"12554",653,1785,0,0,0.54119,0.5383,15,31
"12555",654,655,0.55591,0.71316,0.59509,0.74262,15,15
"12556",654,656,0.82919,0.91351,0.89916,0.83302,15,15
"12557",654,658,0.82824,0.86628,0.63781,0.6415,15,15
"12558",654,659,0.82252,0.85413,0.67344,0.81035,15,15
"12559",654,660,0.73089,0.842,0.56911,0.62202,15,15
"12560",654,864,0.62318,0.91694,0.97136,0.88602,15,19
"12561",654,884,0.97622,0.95318,0.84872,0.86788,15,19
"12562",654,1182,0.95693,0.92225,0.77263,0.95782,15,24
"12563",654,1675,0.78598,0.93581,0.94333,0.95913,15,29
"12564",654,1800,0.66196,0,0.87541,0.59429,15,31
"12565",654,1852,0.77445,0.70848,0.74646,0.95543,15,31
"12566",654,1916,0.82913,0.89748,0.78492,0.94652,15,32
"12567",655,656,0.6127,0.8192,0.94246,0.96967,15,15
"12568",655,657,0.95721,0.91651,0.91508,0.94437,15,15
"12569",655,660,0.75949,0.64537,0.64556,0,15,15
"12570",655,661,0.91554,0.86233,0.87726,0.82048,15,15
"12571",655,1424,0,0.75142,0,0.60079,15,27
"12572",655,1611,0.72193,0.94723,0.84397,0.74501,15,29
"12573",655,1666,0.94977,0.76029,0.64048,0.8712,15,29
"12574",655,1851,0.72193,0.84579,0.68772,0.94854,15,31
"12575",655,1864,0.93103,0.82679,0.5887,0.57536,15,31
"12576",656,659,0.73068,0.81632,0.92991,0.86146,15,15
"12577",656,750,0.7359,0.86058,0.5908,0,15,17
"12578",656,937,0.84453,0.84709,0.79606,0.78556,15,20
"12579",656,1099,0.95926,0.9164,0.5589,0.7182,15,22
"12580",656,1149,0.94193,0.87792,0.87742,0.96159,15,23
"12581",656,1228,0,0.64841,0.64771,0,15,24
"12582",656,1384,0.88944,0.66912,0.87467,0.75524,15,26
"12583",656,1675,0.93284,0.9872,0.98899,0.71369,15,29
"12584",656,1939,0.6725,0.85058,0.84651,0.8923,15,32
"12585",657,661,0.89029,0.64412,0.73105,0.86154,15,15
"12586",657,677,0.96634,0.94931,0.72696,0.7708,15,16
"12587",657,696,0.96369,0.9705,0.88626,0.9556,15,16
"12588",657,749,0.8142,0.8995,0.83399,0.85016,15,17
"12589",657,815,0.9258,0.94774,0.92738,0.95584,15,18
"12590",657,913,0.79041,0.66273,0,0.6992,15,20
"12591",657,1672,0.91906,0.9229,0.86125,0.9115,15,29
"12592",657,1952,0.84204,0.72322,0.73723,0,15,32
"12593",658,684,0.73521,0.84583,0.94481,0.82041,15,16
"12594",658,744,0.98137,0.98683,0.91804,0.92718,15,17
"12595",658,758,0.59646,0.77058,0.91181,0.94842,15,17
"12596",658,787,0,0,0.55321,0.65485,15,18
"12597",658,833,0.62964,0.82616,0.58224,0.58422,15,18
"12598",658,954,0.78751,0.83361,0.60746,0.9128,15,20
"12599",658,1363,0.70668,0.6753,0.53138,0.73747,15,26
"12600",658,1584,0.5611,0.64304,0,0.50032,15,28
"12601",658,1602,0.72241,0.67167,0,0.66198,15,29
"12602",658,1779,0.94412,0.85995,0.73953,0.87332,15,31
"12603",659,662,0.65808,0.9299,0.69051,0.86355,15,16
"12604",659,979,0.87321,0.97805,0.80889,0.84217,15,21
"12605",659,1188,0.78328,0.80812,0.95428,0.87504,15,24
"12606",659,1199,0.65297,0.58405,0.63624,0.70817,15,24
"12607",659,1239,0.66595,0.68106,0.72643,0,15,24
"12608",659,1714,0.94523,0.92757,0.89839,0.88854,15,30
"12609",659,1721,0.71594,0.90683,0.83632,0.95432,15,30
"12610",659,1760,0.61292,0,0.74697,0.50683,15,30
"12611",659,1875,0.79723,0.91033,0.96684,0.70628,15,31
"12612",660,1001,0.94967,0.87375,0.78904,0.88914,15,21
"12613",660,1265,0.86338,0.89652,0.92234,0.96101,15,25
"12614",660,1617,0.84613,0,0.75441,0,15,29
"12615",660,1652,0.81805,0.86761,0.84438,0.84766,15,29
"12616",660,1739,0.95497,0.87919,0.95087,0.95602,15,30
"12617",660,1763,0.77065,0.66101,0.5805,0.65763,15,30
"12618",660,1794,0.69922,0.63415,0.78415,0.83718,15,31
"12619",661,904,0.79231,0.85268,0.71092,0.58155,15,19
"12620",661,1209,0.91411,0.7755,0.60309,0.68386,15,24
"12621",661,1249,0.62907,0.53231,0,0,15,24
"12622",661,1288,0,0.54713,0.70441,0,15,25
"12623",661,1653,0.9458,0.97327,0.87307,0.9671,15,29
"12624",661,1910,0.81886,0.7139,0.94135,0.70036,15,32
"12625",662,664,0.91228,0.65367,0.60732,0.79199,16,16
"12626",662,665,0.90298,0.89395,0.80431,0.91953,16,16
"12627",662,667,0.82549,0.61984,0.74068,0.79219,16,16
"12628",662,669,0.94101,0.92625,0.93068,0.95872,16,16
"12629",662,670,0.81947,0.94997,0.95561,0.94911,16,16
"12630",662,671,0.82736,0,0.52466,0.91832,16,16
"12631",662,672,0.79689,0.86141,0.61119,0.7824,16,16
"12632",662,676,0.93308,0.83166,0.90904,0.87361,16,16
"12633",662,677,0.93495,0.87181,0.80132,0.98309,16,16
"12634",662,679,0.95067,0.90542,0.81987,0.90202,16,16
"12635",662,681,0.53735,0.75732,0.83915,0.7938,16,16
"12636",662,682,0.5311,0,0.52217,0,16,16
"12637",662,683,0.81043,0.78143,0.90627,0.80922,16,16
"12638",662,686,0.94708,0.89002,0.84944,0.704,16,16
"12639",662,695,0.85406,0.91993,0.96617,0.86733,16,16
"12640",662,696,0.78994,0.91208,0.93397,0.78802,16,16
"12641",662,697,0.89454,0.81898,0.86265,0.82757,16,16
"12642",662,699,0.87634,0.80029,0,0,16,16
"12643",662,700,0.82114,0.85067,0.58607,0.85457,16,16
"12644",662,704,0,0.83832,0.53772,0.53051,16,16
"12645",662,706,0.6522,0.8477,0.87377,0.69828,16,16
"12646",662,712,0,0.64505,0,0.76617,16,16
"12647",662,713,0.65262,0.52725,0,0.70588,16,16
"12648",662,716,0.92859,0.76822,0.88398,0.9626,16,16
"12649",662,717,0.60012,0.7124,0.68701,0.70634,16,16
"12650",662,718,0,0.83005,0.76824,0.82141,16,16
"12651",662,1030,0.87969,0.78043,0.78231,0.93401,16,21
"12652",662,1060,0.78538,0.88502,0.75722,0.65755,16,22
"12653",662,1093,0.63846,0.71044,0.93503,0.89106,16,22
"12654",662,1845,0.82989,0.56182,0.67514,0.67092,16,31
"12655",663,666,0.86957,0.96119,0.5866,0.88723,16,16
"12656",663,668,0,0.74254,0.74694,0.84553,16,16
"12657",663,669,0.75243,0.93747,0.81916,0.89602,16,16
"12658",663,673,0.71019,0.68333,0.54544,0.51002,16,16
"12659",663,678,0.8795,0.87991,0.80861,0.96624,16,16
"12660",663,680,0,0.91133,0,0.77097,16,16
"12661",663,684,0.72418,0,0.71552,0,16,16
"12662",663,687,0,0.62228,0.6223,0,16,16
"12663",663,691,0.74955,0.76467,0.94391,0.66688,16,16
"12664",663,692,0.66142,0.51529,0.50819,0,16,16
"12665",663,694,0.56102,0.54435,0.76263,0.80955,16,16
"12666",663,695,0.92848,0.90691,0.97492,0.81286,16,16
"12667",663,697,0.91635,0.86452,0.95828,0.94437,16,16
"12668",663,705,0.62133,0,0.50933,0.66465,16,16
"12669",663,707,0.75048,0.88591,0.87148,0.91839,16,16
"12670",663,708,0.87496,0.90679,0.96865,0.70354,16,16
"12671",663,709,0.8896,0.94629,0.87803,0.83014,16,16
"12672",663,710,0.90823,0.95128,0.76501,0.80499,16,16
"12673",663,713,0.94909,0.97476,0.98385,0.93655,16,16
"12674",663,719,0,0.59158,0,0.83237,16,16
"12675",663,1060,0.89807,0.89625,0.91469,0.92865,16,22
"12676",663,1171,0.85371,0.76302,0.79637,0.86591,16,23
"12677",663,1281,0,0.61306,0.66371,0.62406,16,25
"12678",663,1612,0.8325,0.91932,0.772,0.86344,16,29
"12679",663,1658,0.86663,0.65332,0.87247,0.70498,16,29
"12680",663,1683,0.89043,0.81069,0.96239,0.6263,16,30
"12681",663,1732,0.90854,0.60784,0,0.86921,16,30
"12682",663,1815,0.9516,0.81261,0.93339,0.87547,16,31
"12683",663,1876,0.54191,0.60785,0.85248,0.67236,16,31
"12684",664,667,0.71679,0.88215,0.83562,0.86623,16,16
"12685",664,670,0.77454,0.705,0.82496,0.94651,16,16
"12686",664,675,0.95062,0.98567,0.86496,0.70386,16,16
"12687",664,676,0.61754,0.83462,0.56492,0.50885,16,16
"12688",664,680,0.85565,0.97656,0.81088,0.87465,16,16
"12689",664,684,0.87567,0.92626,0.93908,0.64831,16,16
"12690",664,685,0.92921,0.81128,0.74865,0.96794,16,16
"12691",664,687,0.84452,0.85305,0.88419,0,16,16
"12692",664,689,0,0.71166,0.69197,0.79774,16,16
"12693",664,693,0,0.8616,0.94223,0.90322,16,16
"12694",664,694,0.82928,0.74387,0.83585,0.76465,16,16
"12695",664,695,0.91571,0.72195,0.86951,0.9219,16,16
"12696",664,696,0.99629,0.97993,0.97942,0.9231,16,16
"12697",664,699,0.6471,0.86013,0.65726,0.59683,16,16
"12698",664,702,0.9057,0.94331,0.94893,0.84161,16,16
"12699",664,703,0.71798,0,0.59702,0.59207,16,16
"12700",664,705,0.71098,0.82448,0.72747,0.7089,16,16
"12701",664,706,0.67114,0,0,0,16,16
"12702",664,710,0.69258,0.76711,0.80064,0,16,16
"12703",664,711,0.89505,0.84137,0.84199,0.84991,16,16
"12704",664,714,0.70039,0.89636,0.81568,0.86427,16,16
"12705",664,715,0.50281,0.80734,0.70622,0.72544,16,16
"12706",664,716,0.9503,0.83602,0.84765,0.84716,16,16
"12707",664,718,0.97068,0.91615,0.94658,0.93729,16,16
"12708",664,719,0.93794,0.98792,0.98806,0.96764,16,16
"12709",664,720,0.95636,0.92369,0.82649,0.97416,16,16
"12710",664,874,0.63077,0.50166,0,0.6535,16,19
"12711",664,1119,0.79399,0.98627,0.91003,0.93263,16,23
"12712",664,1187,0.76253,0.82594,0.83623,0.80157,16,24
"12713",664,1197,0.92093,0.9126,0.83028,0.96243,16,24
"12714",664,1675,0.82502,0.93785,0.88365,0.90794,16,29
"12715",664,1788,0.71168,0.7079,0.79834,0.61106,16,31
"12716",664,1923,0.69461,0.70782,0.83345,0.8587,16,32
"12717",664,1956,0.62592,0,0.7714,0.94065,16,32
"12718",665,671,0.9378,0.95756,0.87653,0.72707,16,16
"12719",665,673,0.81626,0.55237,0.73346,0.85006,16,16
"12720",665,679,0,0,0.55244,0,16,16
"12721",665,681,0.87451,0.95591,0.95764,0.94635,16,16
"12722",665,683,0,0,0.58813,0,16,16
"12723",665,684,0.7261,0,0.71358,0.73626,16,16
"12724",665,692,0.91558,0.75205,0.77618,0.77671,16,16
"12725",665,693,0.88513,0.70952,0.9129,0.88748,16,16
"12726",665,694,0.70034,0.66745,0.92081,0.7398,16,16
"12727",665,695,0.87659,0.87352,0.93808,0.87771,16,16
"12728",665,698,0.69737,0.55872,0.58844,0.96385,16,16
"12729",665,700,0,0.83704,0,0,16,16
"12730",665,703,0.81773,0,0.76078,0.63728,16,16
"12731",665,704,0.72838,0.9308,0,0.65011,16,16
"12732",665,705,0.81415,0.85087,0.71482,0.77544,16,16
"12733",665,711,0.7434,0.90468,0.87193,0.93293,16,16
"12734",665,712,0.91229,0.90494,0.88349,0.92713,16,16
"12735",665,717,0.92752,0.70767,0.82501,0.91289,16,16
"12736",665,734,0.5325,0.64595,0.8304,0.73581,16,17
"12737",665,752,0.65823,0.86921,0.78044,0,16,17
"12738",665,915,0.84731,0.89001,0.88852,0.88376,16,20
"12739",665,1220,0.97496,0.91644,0.97002,0.95027,16,24
"12740",665,1246,0.63608,0.71927,0,0.53929,16,24
"12741",665,1677,0.89007,0.92962,0.80495,0.90011,16,29
"12742",665,1806,0.73995,0.767,0,0.56313,16,31
"12743",665,1930,0.61261,0.73967,0.7541,0.52074,16,32
"12744",666,670,0.8195,0.57033,0.531,0.85779,16,16
"12745",666,671,0.85911,0.92945,0.62682,0.82734,16,16
"12746",666,673,0.53658,0.51257,0.82714,0.62527,16,16
"12747",666,675,0.72469,0.83835,0.88712,0.72034,16,16
"12748",666,678,0.8748,0.84617,0.86711,0.52343,16,16
"12749",666,679,0.88862,0.59681,0.78701,0.6158,16,16
"12750",666,680,0.97056,0.83226,0.91167,0.98246,16,16
"12751",666,683,0.8731,0.87006,0.85197,0.71789,16,16
"12752",666,684,0.746,0,0.56013,0.6954,16,16
"12753",666,687,0.96392,0.54951,0.81762,0.85183,16,16
"12754",666,690,0.95094,0.93176,0.89639,0.88717,16,16
"12755",666,692,0.93035,0.97721,0.9001,0.92616,16,16
"12756",666,693,0.85835,0.92282,0.73635,0.91216,16,16
"12757",666,694,0.87405,0.8592,0.97235,0.78385,16,16
"12758",666,697,0.91603,0.93868,0.79606,0.5385,16,16
"12759",666,698,0.94698,0.98436,0.92337,0.83662,16,16
"12760",666,702,0.93607,0.94428,0.93324,0.89123,16,16
"12761",666,706,0,0.61373,0,0.71541,16,16
"12762",666,708,0.59434,0,0,0.60378,16,16
"12763",666,709,0.90162,0.89945,0.85938,0.90293,16,16
"12764",666,710,0.87086,0.91979,0,0.83794,16,16
"12765",666,715,0.86119,0.88979,0.94379,0.9425,16,16
"12766",666,717,0.64154,0.75486,0.69501,0.75436,16,16
"12767",666,718,0.91369,0.97123,0.97816,0.94491,16,16
"12768",666,721,0.77433,0.83531,0.67712,0,16,17
"12769",666,1018,0.84514,0.88616,0.74961,0.91742,16,21
"12770",666,1370,0,0.75316,0,0.80731,16,26
"12771",666,1669,0.93729,0.94627,0.91507,0.905,16,29
"12772",666,1670,0.97129,0.90943,0.86658,0.97258,16,29
"12773",666,1909,0.89365,0.93862,0.82821,0.60009,16,32
"12774",667,671,0.88127,0.67106,0.87958,0.67483,16,16
"12775",667,673,0.84776,0.86592,0.91053,0.95061,16,16
"12776",667,674,0.92266,0.92103,0.85549,0.8575,16,16
"12777",667,675,0.6364,0.87232,0.82264,0.88494,16,16
"12778",667,676,0.94648,0.92661,0,0.69825,16,16
"12779",667,678,0.78181,0.89272,0.90938,0.79497,16,16
"12780",667,679,0.95698,0.88941,0.87865,0.9327,16,16
"12781",667,680,0.94148,0.74371,0.81299,0.66856,16,16
"12782",667,684,0.97024,0.92231,0.94755,0.95065,16,16
"12783",667,686,0.91358,0.68794,0.6912,0.80538,16,16
"12784",667,688,0.91421,0.89428,0.98232,0.91339,16,16
"12785",667,689,0.85953,0.74975,0.95777,0.94484,16,16
"12786",667,690,0.98469,0.95307,0.97321,0.97054,16,16
"12787",667,692,0.82232,0.81688,0.69756,0.84949,16,16
"12788",667,694,0.92945,0.9735,0.88893,0.95286,16,16
"12789",667,695,0.92855,0.68374,0.90101,0.92188,16,16
"12790",667,698,0,0.79602,0.7447,0.50863,16,16
"12791",667,699,0.87359,0.94446,0.79293,0.96377,16,16
"12792",667,700,0.85644,0.90555,0,0.88533,16,16
"12793",667,701,0,0.78266,0,0.76467,16,16
"12794",667,702,0.88659,0.85712,0.61852,0.84421,16,16
"12795",667,707,0.63248,0.61548,0.77729,0,16,16
"12796",667,708,0.85877,0.64482,0.8323,0.91593,16,16
"12797",667,711,0,0,0,0,16,16
"12798",667,712,0.65107,0.85152,0.72735,0.54814,16,16
"12799",667,716,0.66568,0.78902,0.56192,0.91228,16,16
"12800",667,717,0.89882,0.71295,0.90052,0.71627,16,16
"12801",667,719,0,0,0.5498,0.54698,16,16
"12802",667,720,0.75594,0.95558,0.86663,0.90942,16,16
"12803",667,970,0.76386,0.85511,0.78237,0.91308,16,20
"12804",667,1036,0.8626,0.82571,0.90697,0.95002,16,21
"12805",667,1083,0.7572,0,0.79884,0.76577,16,22
"12806",667,1216,0.91451,0.86789,0.73841,0.90888,16,24
"12807",667,1402,0,0.9527,0.85676,0.72992,16,26
"12808",667,1586,0.8067,0.68704,0.93211,0.87863,16,28
"12809",667,1624,0.89579,0.94558,0.56688,0.84968,16,29
"12810",667,1648,0.76413,0.8665,0.98528,0.68007,16,29
"12811",667,1721,0.9553,0.73997,0.96987,0.88228,16,30
"12812",668,669,0.89627,0.89129,0.88614,0.70773,16,16
"12813",668,670,0.75293,0.51336,0.82755,0,16,16
"12814",668,671,0,0.78706,0.97208,0.58195,16,16
"12815",668,676,0.62454,0.50456,0.84658,0.74381,16,16
"12816",668,680,0.84891,0.52441,0.82863,0.88441,16,16
"12817",668,682,0.619,0.81554,0.67327,0.81177,16,16
"12818",668,686,0.92405,0.79171,0.67913,0.97591,16,16
"12819",668,688,0.60325,0,0.69639,0.74721,16,16
"12820",668,690,0.81972,0.81556,0.74288,0.88457,16,16
"12821",668,696,0.83267,0.9797,0.89893,0.93554,16,16
"12822",668,698,0.95983,0.83866,0.88418,0.85944,16,16
"12823",668,700,0.91525,0.8777,0,0.84844,16,16
"12824",668,703,0.68249,0.89867,0.6466,0.80409,16,16
"12825",668,704,0.93005,0.93096,0.9283,0.78622,16,16
"12826",668,705,0.73904,0.75513,0.82648,0.76318,16,16
"12827",668,706,0.69605,0.74418,0.84671,0.85465,16,16
"12828",668,707,0.62324,0.56576,0.81931,0.73551,16,16
"12829",668,708,0.79912,0.93352,0.78206,0.72606,16,16
"12830",668,709,0,0.61073,0.92256,0.88601,16,16
"12831",668,710,0.80517,0.86189,0.54317,0.83399,16,16
"12832",668,711,0.90285,0.66115,0.88671,0.82004,16,16
"12833",668,714,0.92824,0.94934,0.81228,0.89754,16,16
"12834",668,716,0.77017,0.92114,0.9589,0.95709,16,16
"12835",668,718,0.971,0.64798,0.95484,0.8566,16,16
"12836",668,719,0.7519,0.71296,0,0.81649,16,16
"12837",668,1105,0.73368,0.95412,0.78969,0.88384,16,22
